"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Indonesia","IDN","Trained teachers in secondary education, male (% of male teachers)","SE.SEC.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8378460837359","37.193892027633","36.7227836498857",
"Indonesia","IDN","Trained teachers in secondary education, female (% of female teachers)","SE.SEC.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9560502903603","37.1811538039748","36.639582124202",
"Indonesia","IDN","School enrollment, secondary, private (% of total secondary)","SE.SEC.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2039413452148","44.1367111206055","","42.7035903930664","42.7211608886719","42.937858581543","42.9423484802246","44.1694297790527","43.4884796142578","47.1134796142578","42.8853607177734","43.270809173584","41.8303909301758","41.4453086853027","41.7128410339355","40.9134407043457","43.3556900024414","41.1864318847656","42.1590309143066","41.4908409118652","42.1404609680176","","","","","","",
"Indonesia","IDN","School enrollment, secondary, male (% gross)","SE.SEC.ENRR.MA","","","","","","","","","","","23.7893905639648","23.4999694824219","23.9527091979981","24.3311290740967","24.8031692504883","26.0427303314209","26.8593997955322","27.579610824585","28.9911994934082","","","33.4264106750488","35.7550392150879","38.9010200500488","39.207820892334","","","","54.6520385742188","54.1590805053711","50.9489898681641","49.3155288696289","48.2804794311523","48.2796287536621","48.292350769043","51.0031089782715","53.707649230957","","","55.465030670166","56.0488395690918","56.2827911376953","57.4348793029785","60.480110168457","62.5682983398438","61.3375701904297","63.8273010253906","70.914680480957","69.7151718139648","74.0298004150391","74.8079681396484","77.4670104980469","78.7630615234375","82.8890998993892","83.7468879377926","87.6805844058321","86.6033723579406","90.0894692368084","91.9182546061094","94.002289337213","96.6327959191812","97.4076240173433","97.4667372645608","94.6665490281411","98.9953210778041",
"Indonesia","IDN","Secondary education, vocational pupils","SE.SEC.ENRL.VO","","","","","","","","","","","644230","684594","681180","718959","789425","860127","951630","996064","1096281","","","842454","844914","893705","934527","","1167492","1373977","1496193","1470238","1486149","1454664","1413698","1430527","1440869","1591757","1665280","1767161","1795443","1850490","1882061","1933937","2027464","2099753","2198443","2164068","2231927","2401732","2738962","3095704","3319068","3737158","4019157","4189519","4199657","4211245","4334987","4682913","4904031","","","","","","",
"Indonesia","IDN","Secondary education, general pupils (% female)","SE.SEC.ENRL.GC.FE.ZS","","","","","","","","","","","37.09998","38.90509","37.36805","37.6021","38.99999","40.17922","40.49705","40.93739","41.28732","","","40.77911","40.80522","42.22321","41.94889","42.23755","","","44.13457","44.70038","45.05003","45.38672","45.44938","44.76075","45.943","45.90937","46.0964","","","48.97775","","49.61616","49.90974","49.84946","49.96591","49.98712","50.47041","50.51358","50.36809","50.50236","50.80133","50.70361","51.33164","50.47971","50.6962","50.0869","50.8947","50.71624","50.7191","","","","","","",
"Indonesia","IDN","Secondary education, duration (years)","SE.SEC.DURS","","","","","","","","","","","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",
"Indonesia","IDN","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1100001335144","6.65000009536743","","","","","","","","","","","","","","","11.6762642292634","",
"Indonesia","IDN","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","","","","","","","","","","","","8.30000019073486","","","","","","","","","14.3800001144409","","","","","","","","","","24.5499992370606","","","","","","","","","","","","","","","","46.9599990844727","46.0400009155273","46.8199996948242","47.5299987792969","","49.2099990844727","50.2639704506829","51.2917017903984","51.7400016784668","53.2099990844727","47.7799987792969","53.9116516113281","55.0499992370605","57.8881521123446","58.2099990844727","","59.6842169740854","59.8652921448529","",
"Indonesia","IDN","Lower secondary completion rate, female (% of relevant age group)","SE.SEC.CMPT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.2956504821777","","","","","","","72.8223419189453","76.0083312988281","77.139289855957","73.0109405517578","75.767822265625","81.9357604980469","76.2985000610352","84.9094467163086","86.587612133914","88.7707980151626","84.6287547353661","83.7628026901803","93.3114564977551","100.384435192634","100.321171871489","97.7379035314114","100.472221464","102.972938020081","99.3838214306103","98.0263151179212","100.167896054259","97.1161390020513","101.618170514143",
"Indonesia","IDN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","2258830","2251037","","2242300","2313586","2107626","","1178055","","","660920","","","","","","35989","","63406","324907","491697","580162","712760","555347","536797","790565","825135","","","","597159","658620","618172","695512","705581","465989","121094","291404","27648","","","","271149","374050","","520653","594151","859416.6953125","","","","","","",
"Indonesia","IDN","Adjusted net enrollment rate, primary, male (% of primary school age children)","SE.PRM.TENR.MA","","","","","","","","","","","","74.98977","76.13424","","77.99924","78.01059","80.62843","","89.92846","","","94.64643","","","","","","99.50108","","99.49173","97.71309","96.74333","96.05264","94.74458","95.47367","95.45061","93.74095","93.71041","","","","96.84744","95.87668","95.71202","94.99409","94.57581","95.93748","98.65955","96.95193","97.8499","96.95146","95.00778","95.52497","93.33495","93.71928","","95.76143","96.99213","96.60866","","","","","","",
"Indonesia","IDN","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","514007","534800","548424","556652","573061","603327","618818","549519","592439","","","787400","855876","971893","1056447","1131271","1181807","1223387","1251900","1278889","1286286","1281407","1261089","1276217","1296103","1311571","1317976","1327178","1341753","1334213","1288965","1289720","1383914","1431486","1447984","1427974","1525400","1583589","1425828","1511977","1595955","1615479","1655764","1870834","1801909","","2106887","1827213","1727377","1771614","1445912","1506717","1446837","1464336","1485262",
